title,brand,sku,upc,image_urls,case_price,each_price,case_pack_size,each_pack_size,case_weight,each_weight,case_dimensions,each_dimensions,price_per_unit,category,related_items,others_you_may_like_urls
"Cheese, Paneer, Gopi, 4/5 Lb",Gopi,374574,374574,['https://shop.kimelo.com/_next/image?url=https%3A%2F%2Fd3tlizm80tjdt4.cloudfront.net%2Fremote_images%2Fimage%2F10816%2Flarge%2F3c94f5044eafd3ac072f370531a05c7ec9b910c8ebf7d8fc1c.jpg&w=3840&q=60'],,$75.10,,1 Item,,20 lbs,,"L 1"" x W 1"" x H 1""",,"['Cheese', 'Sliced Cheese']","[{'name': '', 'brand': '', 'price': '', 'url': 'https://shop.kimelo.com/sku/cheese-swiss-sliced-8-15-lb-103602/103602'}, {'name': '', 'brand': '', 'price': '', 'url': 'https://shop.kimelo.com/sku/cheese-gruyere-imported-loaf-2-5-lb-108978/108978'}]","['https://shop.kimelo.com/sku/cheese-jack-pepper-sliced-8-15-lb-124829/124829', 'https://shop.kimelo.com/sku/cheese-halloumi-tradition-greek-import-4088-oz-124144/124144', 'https://shop.kimelo.com/sku/cheese-paneer-gopi-1514-oz-124005/124005', 'https://shop.kimelo.com/sku/cheese-american-120-slice-yellow-4-5-lb-103674/103674', 'https://shop.kimelo.com/sku/cheese-swiss-sliced-processed-120-ct-4-5-lb-100014/100014', 'https://shop.kimelo.com/sku/cheese-pecorino-romano-14-lb-124109/124109', 'https://shop.kimelo.com/sku/cheese-cheddar-sharp-white-10-lb-111680/111680']"
